Version 1.2 - 2015 Thermoelectric Water Use Model Estimates,,,,,,,,,,,,,,,,,,,
Data release:  https://www.sciencebase.gov/catalog/item/5f63be9a82ce38aaa23b0739,,,,,,,,,,,,,,,,,,,
EIA_PLANT_ID,PLANT_NAME,COUNTY,STATE,NAME_OF_WATER_SOURCE,LATITUDE,LONGITUDE,ELEVATION,COMID,COOLING_TYPE,GENERATION_TYPE,WATER_SOURCE_CODE,WATER_TYPE_CODE,WITHDRAWAL,CONSUMPTION,MIN_WITHDRAWAL,MAX_WITHDRAWAL,MIN_CONSUMPTION,MAX_CONSUMPTION,NET_GENERATION
995,Bailly,Porter,IN,Lake Michigan,41.64380323,-87.12263576,620,3398586,ONCE-THROUGH FRESH,COAL,SW,FR,148,1.47,67.4,1110,1.15,1.8,"1,441,562"
997,Michigan City,LaPorte,IN,Lake Michigan,41.72146252,-86.91027419,600,3397270,RECIRCULATING TOWER,COAL,SW,FR,3.05,2.18,1.95,5.42,2.11,2.3,"1,650,341"
1001,Cayuga,Vermillion,IN,Wabash River,39.9237455,-87.42691685,510,10209979,ONCE-THROUGH FRESH,COAL,SW,FR,379,4.59,170,2960,3.58,5.6,"4,984,247"
1007,Noblesville,Hamilton,IN,White River,40.09706945,-85.97131485,790,18474971,RECIRCULATING TOWER,NGCC,SW,FR,0.8,0.57,0.51,1.43,0.55,0.61,"795,332"
1008,R Gallagher,Floyd,IN,Ohio River,38.2631293,-85.83846408,460,10164012,ONCE-THROUGH FRESH,COAL,SW,FR,48.4,0.6,21.7,378,0.47,0.74,"508,325"
1010,Wabash River,Vigo,IN,Wabash River,39.52810589,-87.42323405,490,10283906,ONCE-THROUGH FRESH,COAL,SW,FR,171,2.04,76.9,1330,1.59,2.49,"2,093,626"
1012,F B Culley,Warrick,IN,Ohio River,37.90943031,-87.32506962,390,10110269,ONCE-THROUGH FRESH,COAL,SW,FR,114,1.38,51,886,1.07,1.68,"1,408,704"
1016,Butler-Warner Generation Plant,Cumberland,NC,City Water,35.09805802,-78.82972099,93,8846557,RECIRCULATING TOWER,COMPLEX,-nr-,-nr-,0.04,0.03,0.03,0.08,0.03,0.03,"17,984"
1032,Logansport,Cass,IN,Eel River,40.75867535,-86.36041756,606,18500128,ONCE-THROUGH FRESH,COAL,SW,-nr-,18,0.2,8.09,140,0.16,0.25,"121,390"
1040,Whitewater Valley,Wayne,IN,East Fork Of Whitewater River,39.80295021,-84.89519421,994,3922369,RECIRCULATING TOWER,COAL,SW,-nr-,0.13,0.09,0.08,0.23,0.09,0.1,"53,291"
1043,Frank E Ratts,Pike,IN,White River,38.5202441,-87.26633836,437,18472136,COMPLEX,COAL,SW,FR,7.09,0.07,0.09,63.8,0.05,0.12,"85,018"
1047,Lansing,Allamakee,IA,Mississippi River,43.33598548,-91.16650502,640,13210258,ONCE-THROUGH FRESH,COAL,SW,FR,80.9,0.91,36.4,629,0.71,1.11,"860,420"
1048,Milton L Kapp,Clinton,IA,Mississippi River,41.80812385,-90.23376561,590,14804357,ONCE-THROUGH FRESH,COAL,SW,FR,24.9,0.21,11.3,191,0.16,0.25,"279,515"
1060,Duane Arnold Energy Center,Linn,IA,Cedar River,42.10070759,-91.77758458,750,22473949,RECIRCULATING TOWER,NUCLEAR,SW,FR,11.3,8.09,7.22,19.9,7.83,8.43,"5,243,446"
1073,Prairie Creek,Linn,IA,Cedar River,41.943206,-91.640681,720,22477477,ONCE-THROUGH FRESH,COAL,SW,FR,23.7,0.27,10.6,184,0.21,0.33,"308,279"
1077,Sutherland,Marshall,IA,Wells,42.04726818,-92.85969593,860,17538959,RECIRCULATING TOWER,GAS STEAM,GW,FR,0.29,0.21,0.19,0.51,0.2,0.22,"105,559"
1081,Riverside,Scott,IA,Mississippi River,41.54,-90.44805556,570,14804493,ONCE-THROUGH FRESH,COMPLEX,SW,FR,15,0.13,6.77,115,0.1,0.16,"179,201"
1082,Walter Scott Jr Energy Center,Pottawattamie,IA,"Missouri River, Wells",41.17996834,-95.83949392,970,17219106,COMPLEX,COAL,SW,FR,290,9.7,5.69,2190,2.63,11.4,"9,586,255"
1091,George Neal North,Woodbury,IA,Missouri River,42.324899,-96.37954084,1080,17244416,ONCE-THROUGH FRESH,COAL,SW,FR,199,2.37,89.3,1550,1.85,2.9,"2,526,066"
1104,Burlington (IA),Des Moines,IA,Mississippi River,40.74113623,-91.11713145,530,6966239,ONCE-THROUGH FRESH,COAL,SW,FR,84,0.98,37.8,653,0.76,1.19,"1,081,826"
1122,Ames Electric Services Power Plant,Story,IA,Wells - Ames Alluvial Aquifer,42.02525553,-93.60824624,920,6979020,RECIRCULATING TOWER,COMPLEX,GW,FR,0.57,0.41,0.37,1.02,0.4,0.43,"250,729"
1131,Streeter Station,Black Hawk,IA,Wells,42.52711194,-92.43966007,854,22471913,COMPLEX,COMPLEX,GW,FR,0,0,0,0.01,0,0.01,"2,200"
1167,Muscatine Plant #1,Muscatine,IA,Mississippi River,41.38962922,-91.05751045,550,14806993,ONCE-THROUGH FRESH,COAL,SW,FR,71.4,0.84,32.1,556,0.65,1.02,"871,537"
1206,Summit Lake,Union,IA,Green Valley Lake,41.11324678,-94.34693733,1334,5135921,RECIRCULATING TOWER,NGCC,SW,FR,0.01,0.01,0.01,0.03,0.01,0.01,"6,438"
1217,Earl F Wisdom,Clay,IA,Wells,43.16041127,-95.25702097,1342,14620452,RECIRCULATING TOWER,GAS STEAM,GW,-nr-,0.01,0,0,0.01,0,0,234
1230,Cimarron River,Seward,KS,Wells,37.15897786,-100.7631456,2605,21097713,RECIRCULATING TOWER,GAS STEAM,GW,-nr-,0,0,0,0,0,0,660
1233,Fort Dodge,Ford,KS,Wells,37.73322096,-99.95005314,2460,22083263,RECIRCULATING TOWER,GAS STEAM,GW,FR,0.17,0.12,0.11,0.31,0.12,0.13,"67,228"
1240,Gordon Evans Energy Center,Sedgwick,KS,Wells,37.79065819,-97.52157903,1380,21164735,RECIRCULATING TOWER,GAS STEAM,GW,FR,0.63,0.45,0.41,1.12,0.44,0.48,"210,872"
1241,La Cygne,Linn,KS,Lacygne Lake,38.34810343,-94.64469724,850,2998084,ONCE-THROUGH FRESH,COAL,SW,FR,266,2.93,121,1970,2.28,3.57,"6,981,232"
1242,Murray Gill,Sedgwick,KS,Wells,37.59540709,-97.41428318,1300,21165093,RECIRCULATING TOWER,GAS STEAM,GW,FR,0.16,0.11,0.1,0.28,0.11,0.12,"35,273"
1248,Hutchinson Energy Center,Reno,KS,Wells,38.09139615,-97.87239068,1600,21187581,RECIRCULATING TOWER,GAS STEAM,GW,FR,0.11,0.08,0.07,0.2,0.08,0.08,"24,057"
1250,Lawrence Energy Center,Douglas,KS,Kansas River,39.00782825,-95.26947558,840,3729567,RECIRCULATING TOWER,COAL,SW,FR,4.58,3.27,2.95,8.17,3.2,3.46,"2,382,764"
1252,Tecumseh Energy Center,Shawnee,KS,Kansas River,39.05399517,-95.56868117,880,3646866,RECIRCULATING TOWER,COAL,SW,FR,2.02,1.44,1.3,3.58,1.41,1.52,"1,014,583"
1271,Coffeyville,Montgomery,KS,Municipality,37.03752417,-95.61239815,733,21797429,RECIRCULATING TOWER,GAS STEAM,-nr-,-nr-,0.05,0.04,0.03,0.09,0.04,0.04,"19,909"
1295,Quindaro,Wyandotte,KS,Missouri River,39.15105571,-94.63717154,760,2255479,ONCE-THROUGH FRESH,COAL,SW,FR,31.7,0.29,14.3,245,0.23,0.36,"316,263"
1317,Pratt,Pratt,KS,Municipality,37.63705561,-98.74317676,1870,21149394,RECIRCULATING TOWER,GAS STEAM,-nr-,-nr-,0,0,0,0,0,0,986
1330,Wellington 1,Sumner,KS,Municipality,37.26112677,-97.40533499,1213,21166211,RECIRCULATING TOWER,GAS STEAM,-nr-,-nr-,0,0,0,0,0,0,882
1336,Garden City,Finney,KS,Wells,37.97021158,-100.8953557,2800,21251490,RECIRCULATING TOWER,GAS STEAM,GW,FR,0.19,0.14,0.12,0.35,0.13,0.15,"81,544"
1353,Big Sandy,Lawrence,KY,Big Sandy River,38.17126086,-82.61781536,570,909015,RECIRCULATING TOWER,COAL,SW,FR,4.58,3.27,2.9,8.22,3.14,3.48,"3,132,143"
1355,E W Brown,Mercer,KY,Herrington Lake,37.78810693,-84.71295116,900,1827810,RECIRCULATING TOWER,COAL,SW,FR,4.39,3.14,2.83,7.83,3.07,3.32,"2,032,750"
1356,Ghent,Carroll,KY,Ohio River,38.74865279,-85.03699319,490,3408285,RECIRCULATING TOWER,COAL,SW,FR,21.6,15.4,13.9,38,15.1,16.1,"11,367,897"
1357,Green River,Muhlenberg,KY,Green River,37.36347825,-87.1216639,410,11630665,ONCE-THROUGH FRESH,COAL,SW,FR,61.6,0.74,27.7,480,0.58,0.91,"656,724"
1363,Cane Run,Jefferson,KY,Ohio River,38.18332519,-85.88896702,460,10163768,COMPLEX,COMPLEX,SW,FR,69.2,1.84,1.07,523,0.52,2.15,"3,322,004"
1364,Mill Creek (KY),Jefferson,KY,Ohio River,38.05264923,-85.91078976,460,10164038,COMPLEX,COAL,SW,FR,126,10.1,7.87,885,1.08,11.8,"7,935,224"
1374,Elmer Smith,Daviess,KY,Ohio River,37.79433601,-87.06061159,410,10110377,ONCE-THROUGH FRESH,COAL,SW,FR,196,2.38,88.3,1530,1.86,2.9,"2,300,225"
1378,Paradise,Muhlenberg,KY,Green River,37.25805149,-86.9796837,420,11627767,COMPLEX,COAL,SW,FR,828,12,14.5,7170,8.99,16.8,"12,008,149"
1379,Shawnee,McCracken,KY,Ohio River,37.15205671,-88.77745974,350,1840007,ONCE-THROUGH FRESH,COAL,SW,FR,520,6.55,233,4060,5.11,7.99,"6,141,807"
1382,HMP&L Station Two Henderson,Henderson,KY,Green River,37.64679722,-87.50291789,400,11617335,RECIRCULATING TOWER,COAL,SW,FR,2.82,2.01,1.82,5.03,1.97,2.13,"1,488,285"
1384,Cooper,Pulaski,KY,Lake Cumberland,36.99821006,-84.59198724,810,3575676,COMPLEX,COAL,SW,FR,45.7,0.64,0.41,324,0.39,0.78,"524,509"
1385,Dale,Clark,KY,Kentucky River,37.88063872,-84.26210904,610,1827714,ONCE-THROUGH FRESH,COAL,SW,FR,5,0.04,2.26,38.5,0.03,0.05,"48,329"
1393,R S Nelson,Calcasieu,LA,Sabine River Authority Canal,30.28444444,-93.29111111,20,15075546,RECIRCULATING TOWER,COMPLEX,SW,FR,9.76,6.97,6.37,17.2,6.91,7.3,"4,035,700"
1394,Willow Glen,Iberville,LA,Mississippi River,30.27371908,-91.11619424,20,18991336,ONCE-THROUGH FRESH,GAS STEAM,SW,FR,21.2,0.35,9.49,168,0.27,0.42,"280,355"
1396,Coughlin Power Station,Evangeline,LA,Bayou Cocodrie,30.84419796,-92.26186088,50,15148344,ONCE-THROUGH FRESH,NGCC,SW,FR,129,1.51,58.9,942,1.18,1.84,"3,045,812"
1400,Teche,St Mary,LA,Charenton Canal,29.8229007,-91.54298038,10,25386875,COMPLEX,GAS STEAM,SW,FR,8.29,0.13,0.15,72,0.1,0.17,"89,262"
1402,Little Gypsy,St Charles,LA,Mississippi River,30.00506986,-90.46159918,10,15207453,ONCE-THROUGH FRESH,GAS STEAM,SW,FR,133,1.84,59.6,1040,1.44,2.25,"1,765,874"
1403,Nine Mile Point,Jefferson,LA,Mississippi River,29.94797125,-90.1476866,10,22406577,ONCE-THROUGH FRESH,COMPLEX,SW,FR,471,6.75,211,3700,5.26,8.23,"8,828,457"
1409,Michoud,Orleans,LA,The Inner Costal Water Way,30.00802585,-89.9373604,0,22764486,ONCE-THROUGH SALINE,GAS STEAM,SW,SA,158,0,127,318,0,0,"1,741,896"
1416,Arsenal Hill,Caddo,LA,Arsenal Hill Cooling Pond,32.51823691,-93.76199297,180,1136362,COMPLEX,GAS STEAM,PD,BE,0.06,0.04,0.05,0.07,0.02,0.06,"27,400"
1417,Lieberman,Caddo,LA,Caddo Lake,32.70456479,-93.96095498,190,1016771,ONCE-THROUGH FRESH,GAS STEAM,SW,FR,5.14,0.06,2.35,37.6,0.05,0.07,"49,841"
1439,Houma,Terrebonne,LA,Municipality,29.58040415,-90.72185677,8,11059287,RECIRCULATING TOWER,GAS STEAM,-nr-,-nr-,0.13,0.09,0.08,0.22,0.09,0.09,"42,698"
1447,Minden,Webster,LA,Municipality Well Water,32.60456,-93.294392,185,19935605,RECIRCULATING TOWER,GAS STEAM,-nr-,-nr-,0,0,0,0,0,0,184
1449,Morgan City,St Mary,LA,Municipality,29.69155903,-91.18852825,7,11065407,RECIRCULATING TOWER,GAS STEAM,-nr-,-nr-,0.01,0.01,0.01,0.02,0.01,0.01,"3,032"
1455,Plaquemine,Iberville,LA,Municipality,30.27351892,-91.25664342,20,18718048,RECIRCULATING TOWER,GAS STEAM,-nr-,-nr-,0,0,0,0,0,0,378
1464,Big Cajun 1,Pointe Coupee,LA,Wells,30.67275176,-91.35472771,30,18714786,RECIRCULATING TOWER,GAS STEAM,GW,FR,0.01,0.01,0.01,0.03,0.01,0.01,"6,094"
1507,William F Wyman,Cumberland,ME,Casco River,43.75090288,-70.15657218,0,-999,ONCE-THROUGH SALINE,OIL,SW,SA,43,0,38.1,95.2,0,0,"485,689"
1552,"CP Crane Power, LLC",Baltimore,MD,Seneca Creek,39.32373283,-76.3650827,0,11690452,ONCE-THROUGH SALINE,COAL,SW,SA,47.2,0,39.7,99.2,0,0,"402,573"
1553,Gould Street,Baltimore City,MD,Patapsco River,39.266134,-76.60376957,0,11690184,ONCE-THROUGH SALINE,GAS STEAM,SW,SA,2.55,0,2.03,5.08,0,0,"20,493"
1554,Herbert A Wagner,Anne Arundel,MD,Patapsco River,39.17827242,-76.52670722,0,11690522,ONCE-THROUGH SALINE,COMPLEX,SW,SA,138,0,115,286,0,0,"1,457,693"
1564,Vienna Operations,Dorchester,MD,Nanticoke River,38.48737458,-75.8205781,10,8394050,RECIRCULATING TOWER,OIL,SW,SA,0.03,0.02,0.02,0.06,0.02,0.02,"9,965"
1571,Chalk Point LLC,Prince Georges,MD,Patuxent River,38.54391333,-76.68781657,10,11908782,COMPLEX,COMPLEX,SW,SA,134,1.36,1.23,274,0,1.43,"2,080,046"
1572,Dickerson,Montgomery,MD,Potomac River,39.20982081,-77.46447226,260,4507388,ONCE-THROUGH FRESH,COAL,SW,FR,50.7,0.55,22.8,393,0.43,0.67,"518,992"
1573,Morgantown Generating Plant,Charles,MD,Potomac River,38.35953638,-76.97629921,0,4532017,ONCE-THROUGH SALINE,COAL,SW,SA,388,0,322,805,0,0,"4,238,250"
1588,Mystic Generating Station,Middlesex,MA,Mystic River,42.39037784,-71.06751833,0,5867683,ONCE-THROUGH SALINE,COMPLEX,SW,SA,21.9,0,0,48.3,0,0,"2,944,576"
1590,Pilgrim Nuclear Power Station,Plymouth,MA,Atlantic Ocean,41.94477358,-70.57909666,0,5879209,ONCE-THROUGH SALINE,NUCLEAR,SW,SA,511,0,434,1090,0,0,"4,994,806"
1595,Kendall Square Station,Middlesex,MA,Charles River,42.364005,-71.080651,11,5867717,RECIRCULATING TOWER,NGCC,SW,-nr-,1.69,1.21,1.09,3.06,1.18,1.3,"1,522,473"
1599,Canal,Barnstable,MA,Cape Cod Canal,41.77050488,-70.50923396,0,5879295,ONCE-THROUGH SALINE,OIL,SW,SA,26.7,0,23.1,57.8,0,0,"261,620"
1619,Brayton Point,Bristol,MA,Mt Hope Bay,41.71141333,-71.19253854,0,6130319,RECIRCULATING TOWER,COAL,SW,SA,4.07,2.91,2.48,7.35,2.69,3.11,"2,485,516"
1642,Essential Power Massachusetts LLC,Hampden,MA,Connecticut River,42.09267593,-72.59238889,60,7698936,ONCE-THROUGH FRESH,GAS STEAM,SW,FR,1.2,0.02,0.54,9.44,0.01,0.02,"12,065"
1682,Cleary Flood,Bristol,MA,Taunton River,41.86526646,-71.10618241,10,6129897,COMPLEX,COMPLEX,SW,SA,0.43,0.2,0.18,1.58,0,0.21,"168,175"
1695,B C Cobb,Muskegon,MI,Muskegon Lake,43.25440599,-86.24160089,590,12135490,ONCE-THROUGH FRESH,COAL,SW,FR,162,1.59,73.5,1210,1.24,1.94,"1,825,199"
1702,Dan E Karn,Bay,MI,Saginaw River,43.64439365,-83.84119259,590,12928873,COMPLEX,COAL,SW,FR,152,1.85,79.1,1180,1.42,2.26,"1,991,000"
1710,J H Campbell,Ottawa,MI,"Lake Michigan, Pigeon Lake",42.91024385,-86.20287412,600,9017399,ONCE-THROUGH FRESH,COAL,SW,FR,753,7.08,342,5650,5.52,8.63,"8,749,914"
1715,Palisades,Van Buren,MI,Lake Michigan,42.3230637,-86.31468986,620,9019641,RECIRCULATING TOWER,NUCLEAR,SW,FR,13.8,9.84,8.69,24.5,9.43,10.4,"6,318,520"
1720,J C Weadock,Bay,MI,Saginaw River,43.64007362,-83.84525865,590,13203593,ONCE-THROUGH FRESH,COAL,SW,FR,151,1.68,68,1170,1.31,2.05,"1,933,534"
1723,J R Whiting,Monroe,MI,Lake Erie (North Maumee Bay),41.79197961,-83.44884985,580,25769231,ONCE-THROUGH FRESH,COAL,SW,FR,172,1.69,78.5,1290,1.32,2.06,"1,769,518"
1729,Fermi,Monroe,MI,Lake Erie,41.96295062,-83.25716372,570,25769213,RECIRCULATING TOWER,NUCLEAR,SW,FR,15.6,11.1,9.84,28.3,10.7,12,"7,330,546"
1733,Monroe (MI),Monroe,MI,Raisin River,41.89152304,-83.34580655,580,25769309,ONCE-THROUGH FRESH,COAL,SW,FR,1250,14.2,563,9730,11,17.3,"16,149,545"
1740,River Rouge,Wayne,MI,Detroit River,42.27349995,-83.1124366,580,10850250,ONCE-THROUGH FRESH,COMPLEX,SW,FR,160,1.72,71.9,1240,1.34,2.09,"1,806,150"
1743,St Clair,St Clair,MI,St Clair River,42.76318571,-82.47197937,580,13196020,ONCE-THROUGH FRESH,COAL,SW,FR,469,5,211,3640,3.9,6.11,"5,446,539"
1745,Trenton Channel,Wayne,MI,Trenton Channel,42.12218078,-83.18109532,580,10850286,ONCE-THROUGH FRESH,COAL,SW,FR,199,2.27,89.7,1550,1.77,2.77,"2,341,924"
1769,Presque Isle,Marquette,MI,Lake Superior,46.57910259,-87.39539098,610,12026638,ONCE-THROUGH FRESH,COAL,SW,FR,173,1.49,78.3,1300,1.16,1.81,"1,738,999"
1771,Escanaba,Delta,MI,Lake Michigan,45.77190669,-87.06497681,583,12015876,ONCE-THROUGH FRESH,COAL,SW,FR,0.87,0.01,0.39,6.65,0,0.01,"6,215"
1772,John H Warden,Baraga,MI,Lake Superior,46.75543544,-88.4556437,618,12027582,ONCE-THROUGH FRESH,BIOMASS,SW,FR,17.4,0.15,7.9,131,0.12,0.19,"117,788"
1825,J B Sims,Ottawa,MI,Grand River,43.07031554,-86.2340693,582,9005799,ONCE-THROUGH FRESH,COAL,SW,-nr-,20.9,0.24,9.41,162,0.18,0.29,"205,407"
1830,James De Young,Ottawa,MI,Lake Macatawa,42.79541226,-86.11335283,585,9017853,ONCE-THROUGH FRESH,COAL,SW,-nr-,11,0.1,5,82.8,0.08,0.12,"87,185"
1831,Eckert Station,Ingham,MI,Grand River,42.71849846,-84.55826573,830,12241730,COMPLEX,COAL,SW,FR,40.2,0.58,0.69,366,0.42,0.81,"500,876"
1832,Erickson Station,Eaton,MI,Grand River,42.69244389,-84.65761565,880,12241814,RECIRCULATING TOWER,COAL,SW,FR,1.65,1.18,1.04,2.96,1.13,1.25,"869,762"
1843,Shiras,Marquette,MI,Lake Superior,46.53066607,-87.39177588,586,12026644,ONCE-THROUGH FRESH,COAL,SW,-nr-,33,0.29,15,249,0.22,0.35,"252,511"
1866,Wyandotte,Wayne,MI,Detroit River,42.2082576,-83.14527536,577,10850258,ONCE-THROUGH FRESH,COMPLEX,SW,-nr-,14.4,0.15,6.48,111,0.11,0.18,"32,461"
1888,Fox Lake,Martin,MN,Fox Lake,43.67272821,-94.70757511,1238,2749138,ONCE-THROUGH FRESH,GAS STEAM,SW,-nr-,2.36,0.03,1.08,17.4,0.02,0.03,"19,924"
1891,Syl Laskin,St Louis,MN,Colby Lake,47.53034029,-92.16194647,1450,1767116,ONCE-THROUGH FRESH,COAL,SW,FR,10.2,0.08,4.6,77.3,0.06,0.1,"88,587"
1893,Clay Boswell,Itasca,MN,North Blackwater Lake,47.26073517,-93.65297961,1290,22326521,COMPLEX,COAL,SW,FR,95.6,7.83,6.1,643,0.64,8.83,"6,959,580"
1904,Black Dog,Dakota,MN,Minnesota River,44.81085191,-93.24969552,705,2387042,ONCE-THROUGH FRESH,COMPLEX,SW,FR,61.1,0.58,27.6,471,0.45,0.71,"1,252,890"
1912,High Bridge,Ramsey,MN,Mississippi River,44.93328319,-93.10788576,700,1104238,ONCE-THROUGH FRESH,NGCC,SW,FR,56.1,0.62,25.3,435,0.49,0.76,"1,938,829"
1915,Allen S King,Washington,MN,Lake St. Croix,45.03039264,-92.77888258,690,2649706,COMPLEX,COAL,SW,FR,210,1.99,2.67,1590,1.55,3.21,"3,030,017"
1922,Monticello Nuclear Facility,Wright,MN,Mississippi River,45.33352041,-93.84860709,930,2723123,COMPLEX,NUCLEAR,SW,FR,444,4.76,0,3440,3.71,8.09,"4,663,895"
1925,Prairie Island,Goodhue,MN,Mississippi River,44.62163529,-92.63321861,690,1875101,COMPLEX,NUCLEAR,SW,FR,665,8.24,10.2,5440,6.3,12.1,"7,374,711"
1926,Red Wing,Goodhue,MN,Mississippi,44.56913269,-92.51678416,668,1875235,ONCE-THROUGH FRESH,BIOMASS,SW,-nr-,20.9,0.24,9.4,163,0.19,0.3,"117,830"
1927,Riverside (MN),Hennepin,MN,Mississippi River,45.0208722,-93.27475351,830,1100714,ONCE-THROUGH FRESH,NGCC,SW,FR,80.8,0.89,36.4,627,0.7,1.09,"2,631,564"
1934,Wilmarth,Blue Earth,MN,Minnesota River,44.19668539,-94.00953679,760,4142890,ONCE-THROUGH FRESH,BIOMASS,SW,FR,19.3,0.22,8.69,150,0.17,0.27,"110,129"
1943,Hoot Lake,Otter Tail,MN,Otter Tail River,46.29047166,-96.04309102,1200,6657971,COMPLEX,COAL,SW,FR,2.88,0.34,0.31,187,0.18,0.38,"296,202"
1979,Hibbing,St Louis,MN,Wells,47.429658,-92.935317,1485,1769580,RECIRCULATING TOWER,COMPLEX,GW,-nr-,0.19,0.14,0.12,0.36,0.13,0.15,"141,665"
1980,Hutchinson Plant #1,McLeod,MN,Municipality,44.89600386,-94.36836821,1040,2354978,RECIRCULATING TOWER,NGCC,-nr-,-nr-,0.01,0.01,0.01,0.02,0.01,0.01,"7,979"
2001,New Ulm,Brown,MN,Municipality,44.315761,-94.458157,845,4142846,RECIRCULATING TOWER,GAS STEAM,-nr-,-nr-,0.01,0,0,0.01,0,0.01,"3,509"
2018,Virginia,St Louis,MN,Silver Lake,47.521882,-92.541644,1429,1767188,RECIRCULATING POND,COMPLEX,SW,-nr-,0.38,0.38,0.36,0.4,0.36,0.4,"118,090"
2022,Willmar,Kandiyohi,MN,Wells,45.121721,-95.053468,1132,2352232,RECIRCULATING TOWER,COMPLEX,GW,-nr-,0.04,0.03,0.03,0.08,0.03,0.03,"22,065"
2039,Elk River,Sherburne,MN,River,45.296729,-93.560841,851,2723195,ONCE-THROUGH FRESH,BIOMASS,SW,-nr-,26.2,0.3,11.8,204,0.24,0.37,"130,543"
2048,Sweatt,Lauderdale,MS,Wells,32.29341025,-88.74570144,283,18195333,RECIRCULATING TOWER,GAS STEAM,GW,-nr-,0.01,0,0,0.01,0,0,"1,068"
2049,Jack Watson,Harrison,MS,Biloxi River,30.43962653,-89.02638371,20,18076850,COMPLEX,GAS STEAM,SW,SA,59,1.61,1.47,115,0,1.68,"1,639,525"
2050,Baxter Wilson,Warren,MS,Mississippi River,32.28371485,-90.93010473,90,19266232,ONCE-THROUGH FRESH,GAS STEAM,SW,FR,10.7,0.16,4.8,84.7,0.13,0.2,"87,103"
2053,Rex Brown,Hinds,MS,Pearl River,32.35733408,-90.21259349,360,15756660,RECIRCULATING POND,GAS STEAM,SW,FR,0,0,0,0,0,0,"11,615"
2059,L L Wilkins,Coahoma,MS,Wells,34.18442698,-90.56244951,170,17951883,RECIRCULATING TOWER,NGCC,GW,-nr-,0,0,0,0,0,0,140
2062,Henderson,Leflore,MS,Municipality,33.51723327,-90.20920041,129,17990986,RECIRCULATING TOWER,GAS STEAM,-nr-,-nr-,0.02,0.01,0.01,0.03,0.01,0.01,"7,834"
2067,Yazoo,Yazoo,MS,Wells,32.84599076,-90.42081878,98,18000912,RECIRCULATING TOWER,NGCC,GW,-nr-,0,0,0,0,0,0,201
2070,Moselle,Jones,MS,Wells,31.52815073,-89.30024093,230,18155509,RECIRCULATING TOWER,COMPLEX,GW,FR,1.59,1.14,1.04,2.81,1.13,1.19,"1,484,716"
2076,Asbury,Jasper,MO,Wells,37.36141725,-94.5892739,950,7589885,COMPLEX,COAL,GW,FR,1.73,1.32,1.25,1.75,1.09,1.46,"1,079,076"
2079,Hawthorn,Jackson,MO,Missouri River,39.13035536,-94.47797035,740,4391195,ONCE-THROUGH FRESH,COMPLEX,SW,FR,267,3.16,120,2080,2.47,3.86,"3,548,626"
2080,Montrose,Henry,MO,Montrose Lake,38.31102243,-93.93476547,755,2333733,ONCE-THROUGH FRESH,COAL,SW,FR,147,1.54,67,1090,1.2,1.88,"1,420,063"
2094,Sibley,Jackson,MO,Missouri River,39.17834461,-94.18445244,720,4391311,ONCE-THROUGH FRESH,COAL,SW,FR,158,1.91,71.2,1230,1.49,2.33,"2,037,047"
2098,Lake Road (MO),Buchanan,MO,Missouri River,39.72492122,-94.8770955,820,2252949,ONCE-THROUGH FRESH,COAL,SW,FR,20.8,0.24,9.35,161,0.18,0.29,"213,482"
2103,Labadie,Franklin,MO,Missouri River,38.56221082,-90.83763663,500,6010272,ONCE-THROUGH FRESH,COAL,SW,FR,1160,13.9,520,9020,10.9,17,"16,042,082"
2104,Meramec,St Louis,MO,Mississippi River,38.40238198,-90.33573421,420,3629071,ONCE-THROUGH FRESH,COAL,SW,FR,158,1.98,71.1,1240,1.55,2.42,"2,119,428"
2107,Sioux,St Charles,MO,Mississippi River,38.91526231,-90.29077793,440,880570,ONCE-THROUGH FRESH,COAL,SW,FR,382,4.61,172,2980,3.59,5.62,"4,495,381"
2123,Columbia (MO),Boone,MO,Wells,38.96469056,-92.31685151,777,5161861,RECIRCULATING TOWER,COMPLEX,GW,-nr-,0.08,0.06,0.05,0.14,0.06,0.06,"24,558"
2132,Blue Valley,Jackson,MO,Wells,39.09208866,-94.32614744,780,4391187,RECIRCULATING TOWER,COAL,GW,FR,0.3,0.21,0.2,0.52,0.21,0.22,"96,737"
2144,Marshall (MO),Saline,MO,Municipality,39.12214153,-93.20691338,783,7498656,RECIRCULATING TOWER,COAL,-nr-,-nr-,0.01,0.01,0.01,0.02,0.01,0.01,"4,365"
2161,James River Power Station,Greene,MO,Lake Springfield,37.10843805,-93.25974864,1150,7608061,COMPLEX,COMPLEX,SW,FR,19.7,0.24,0.28,153,0.18,0.33,"201,976"
2167,New Madrid,New Madrid,MO,Mississippi River,36.51566833,-89.56280822,300,760280,ONCE-THROUGH FRESH,COAL,SW,FR,420,5.23,189,3280,4.08,6.38,"6,594,728"
2168,Thomas Hill,Randolph,MO,Thomas Hill Lake,39.55253145,-92.6386758,740,4461582,ONCE-THROUGH FRESH,COAL,SW,FR,609,6.41,278,4530,5,7.82,"7,672,769"
2171,Missouri City,Clay,MO,Missouri River,39.23157774,-94.30791406,708,4391111,ONCE-THROUGH FRESH,COAL,SW,-nr-,2.26,0.03,1.01,17.8,0.03,0.04,"15,749"
